source,source_url,entry_id,name,title,description,repository_url,category,pricing,sla_rate_limit,quality_benchmark,payment,provenance,security_trust,all_core_value_classes,structured_value_classes,machine_actionable_value_classes,evidence
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.cueapi/mcp,ai.cueapi/mcp,,Schedule agent work and report write-once outcomes via CueAPI from any MCP host.,,,absent,absent,absent,absent,machine_actionable,human_readable,False,1,1,"provenance: ..._URL""}], ""identifier"": ""@cueapi/mcp"", ""registryType"": ""npm"", ""transport"": {""type"": ""stdio""}, ""version"": ""0.1.3""}], ""repository"": {""source""... | security_trust: ...s"": [{""environmentVariables"": [{""description"": ""CueAPI API key. Generate at https://cueapi.ai"", ""format"": ""string"", ""isRequired"": true, ""isSec..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:02cdf0e40381,stophobia/mcp-email,stophobia/mcp-email,"uiredEnv"":[""DISCORD_BOT_TOKEN""],""category"":""communication"",""tags"":[""discord"",""chat"",""messaging"",""community"",""bots""],""capabilities"":{""tools"":[""send_message"",""read_messages"",""manage_channels"",""list_servers""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor""],""pricing"":""open-sour",https://github.com/stophobia/mcp-email,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...ty\"":[\""claude-desktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""d... | quality_benchmark: ...open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySc... | provenance: ...sktop\"",\""claude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""202... | security_trust: ...laude-code\"",\""cursor\""],\""pricing\"":\""open-source\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,12425,openmetadata-mcp-server,mcp-server-openmetadata,,https://github.com/tpavelek/openmetadata-mcp-server,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ..., ""category"": ""research-and-data"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 0, ""full_name"": ""... | security_trust: ..."": ""research-and-data"", ""description"": """", ""github"": {""archived"": false, ""contributors_count"": 3, ""forks_count"": 0, ""full_name"": ""tpavelek/open..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:d25e7a3bba92,e2b-dev/mcp-server,e2b-dev/mcp-server,"""capabilities"":{""tools"":[""create_collection"",""upsert_points"",""search"",""delete_collection"",""get_point""],""resources"":[]},""compatibility"":[""claude-desktop"",""claude-code"",""cursor"",""windsurf""],""pricing"":""open-source"",""pricingNote"":""Server and Qdrant are free. Qdrant Cloud available for managed hosting."",",https://github.com/e2b-dev/mcp-server,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...e-desktop\"",\""claude-code\"",\""cursor\"",\""windsurf\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server and Qdrant are free. Qdrant Cloud av... | quality_benchmark: ...ing.\"",\""license\"":\""Apache-2.0\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-01\"",\""lastUpdated\"":\""2026-03-01\"",\""qualitySc... | provenance: ...ude-code\"",\""cursor\"",\""windsurf\""],\""pricing\"":\""open-source\"",\""pricingNote\"":\""Server and Qdrant are free. Qdrant Cloud available for mana... | security_trust: ... free. Qdrant Cloud available for managed hosting.\"",\""license\"":\""Apache-2.0\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-..."
glama,https://glama.ai/api/mcp/v1/servers,r85xqlxzkk,Plesk,Plesk,Manage your Plesk hosting server using AI assistants.,https://github.com/FlayedOne/plesk-mcp,hosting:remote-capable,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...5xqlxzkk"", ""name"": ""Plesk"", ""namespace"": ""FlayedOne"", ""repository"": {""url"": ""https://github.com/FlayedOne/plesk-mcp""}, ""slug"": ""plesk-mcp"", ""spdx... | security_trust: ...""]}], ""properties"": {""PLESK_API_KEY"": {""description"": ""API key for authentication (recommended)."", ""type"": ""string""}, ""PLESK_HOST"": {""descript..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.fodda/mcp-server,ai.fodda/mcp-server,Fodda Knowledge Graphs,"Expert-curated knowledge graphs for AI agents — PSFK Retail, Beauty, Sports and more.",,,absent,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"quality_benchmark: ...2025-12-11/server.schema.json"", ""description"": ""Expert-curated knowledge graphs for AI agents — PSFK Retail, Beauty, Sports and more."", ""name""... | provenance: ...PI_URL""}], ""identifier"": ""fodda-mcp"", ""registryType"": ""npm"", ""transport"": {""type"": ""stdio""}, ""version"": ""1.3.0""}], ""remotes"": [{""headers"":... | security_trust: ...[{""environmentVariables"": [{""description"": ""Your Fodda API key"", ""isRequired"": true, ""isSecret"": true, ""name"": ""FODDA_API_KEY""}, {""default"": ""..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,5896,Learning-Assistant-Server,Learning Assistant Server,MCP server for analyzing PDFs and recommending study problems,https://github.com/ktwome/Learning-Assistant-Server,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ... for analyzing PDFs and recommending study problems"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...ing PDFs and recommending study problems"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""ktwome/Learni..."
glama,https://glama.ai/api/mcp/v1/servers,detu8h461v,Almured,Almured,Marketplace where AI agents ask AI agents that have live or proprietary data. Anyone needing answers can ask. Anyone with the data can answer.,https://github.com/Almured/almured-mcp,"author:official,hosting:remote-capable",absent,absent,structured_unverified,human_readable,machine_actionable,machine_actionable,False,3,2,"payment: ...:official"", ""hosting:remote-capable""], ""description"": ""Marketplace where AI agents ask AI agents that have live or proprietary data. Anyone needin... | provenance: ...{""attributes"": [""author:official"", ""hosting:remote-capable""], ""description"": ""Marketplace where AI agen... | security_trust: ...}, ""slug"": ""almured-mcp"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.complyhat/compliance,ai.complyhat/compliance,ComplyHat,"MCP for AI compliance documentation — EU AI Act, SR 11-7, NAIC + 6 more frameworks.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ...ttps://complyhat.ai/api/mcp""}], ""title"": ""ComplyHat"", ""version"": ""1.0.0"", ""websiteUrl"": ""https://complyhat.ai""}}..."
glama,https://glama.ai/api/mcp/v1/servers,tiribu2smj,fcpxml-mcp-server,fcpxml-mcp-server,"The first MCP server for Final Cut Pro. 53 tools that parse, edit, and generate FCPXML timelines via natural language. Health checks, flash frame detection, chapter markers, rough cuts, NLE export. 912 tests, MIT licensed.",https://github.com/DareDev256/fcpxml-mcp-server,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...ame"": ""fcpxml-mcp-server"", ""namespace"": ""DareDev256"", ""repository"": {""url"": ""https://github.com/DareDev256/fcpxml-mcp-server""}, ""slug"": ""fcpxml-m... | security_trust: ...ug"": ""fcpxml-mcp-server"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
glama,https://glama.ai/api/mcp/v1/servers,f4zq3t97jn,@mempalace/mcp-dev,@mempalace/mcp-dev,"Enables AI coding assistants to access grounded, branch-scoped codebase context via semantic search, git tracking, change ledger, and structured feature management with Project Tracks.",https://github.com/2loch-ness6/mempalace-mcp-dev,hosting:local-only,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...cess.cwd()"", ""description"": ""Absolute path to your git repository root"", ""type"": ""string""}, ""MCP_TRACKS_DIR"": {""default"": ""<repo>/conductor/track... | security_trust: ...ug"": ""mempalace-mcp-dev"", ""spdxLicense"": {""name"": ""MIT License"", ""url"": ""https://spdx.org/licenses/MIT.json""}, ""tools"": [], ""url"": ""https://gl..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,8552,jakegaylor-com-mcp-server,HTTP Server with MCP Support,MCP Server for Jake Gaylor - Connect and ask your LLM about me Today!,https://github.com/jhgaylor/jakegaylor-com-mcp-server,cloud-platforms,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...e Gaylor - Connect and ask your LLM about me Today!"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 2, ""full_name"": ""... | security_trust: ...Connect and ask your LLM about me Today!"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 2, ""full_name"": ""jhgaylor/jake..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ac.tandem/docs-mcp,ac.tandem/docs-mcp,,"Remote MCP server for Tandem docs, install guides, SDKs, workflows, and agent setup help.",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ... ""streamable-http"", ""url"": ""https://tandem.ac/mcp""}], ""repository"": {""source"": ""github"", ""url"": ""https://github.com/frumu-ai/tandem""}, ""version"":..."
mcp_atlas,https://mcpatlas.dev/browse,mcp_atlas:20169cf087a1,HubSpot/mcp-server,HubSpot/mcp-server,"Server available on free Zapier plans. Premium actions require paid plans."",""license"":""MIT"",""featured"":false,""verified"":false,""dateAdded"":""2026-03-08"",""lastUpdated"":""2026-03-08"",""qualityScore"":52},{""id"":""mcp-hubspot"",""name"":""HubSpot MCP Server"",""tagline"":""Access HubSpot CRM contacts, deals, and mark",https://github.com/HubSpot/mcp-server,curated_registry,human_readable,absent,human_readable,absent,machine_actionable,human_readable,False,1,1,"pricing: ...vailable on free Zapier plans. Premium actions require paid plans.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\... | quality_benchmark: ...paid plans.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-08\"",\""lastUpdated\"":\""2026-03-08\"",\""qualitySc... | provenance: ... Zapier plans. Premium actions require paid plans.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-08\"",\""... | security_trust: ... Zapier plans. Premium actions require paid plans.\"",\""license\"":\""MIT\"",\""featured\"":false,\""verified\"":false,\""dateAdded\"":\""2026-03-08\"",\""..."
glama,https://glama.ai/api/mcp/v1/servers,x7u9vx2g3s,Ecommerce Price Monitor MCP,Ecommerce Price Monitor MCP,"Monitors and analyzes product prices across major e-commerce platforms (Taobao, JD, PDD, 1688, Amazon) with tools for price alerts, competitor comparison, market trends, and deal detection.",https://github.com/zhaohongyuziranerran/ecommerce-price-monitor-mcp,hosting:hybrid,human_readable,absent,structured_unverified,absent,machine_actionable,structured_unverified,False,3,1,"pricing: ...atforms (Taobao, JD, PDD, 1688, Amazon) with tools for price alerts, competitor comparison, market trends, and deal detection."", ""environmen... | provenance: ...ce Monitor MCP"", ""namespace"": ""zhaohongyuziranerran"", ""repository"": {""url"": ""https://github.com/zhaohongyuziranerran/ecommerce-price-monitor-mcp""..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,813,skrape-mcp,Skrape MCP Server,"MCP Server for skrape.ai, lets you input any URL and it returns clean markdown for the LLM",https://github.com/skrapeai/skrape-mcp,research-and-data,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...t any URL and it returns clean markdown for the LLM"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 8, ""full_name"": ""... | security_trust: ...nd it returns clean markdown for the LLM"", ""github"": {""archived"": false, ""contributors_count"": 2, ""forks_count"": 8, ""full_name"": ""skrapeai/skra..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.agenttrust/mcp-server,ai.agenttrust/mcp-server,AgentTrust — Identity & Trust for A2A Agents,"Identity, trust, and A2A orchestration for autonomous AI agents. Official A2A partner.",,,absent,absent,absent,absent,machine_actionable,human_readable,False,1,1,"provenance: ...dentifier"": ""@agenttrust/mcp-server"", ""registryType"": ""npm"", ""transport"": {""type"": ""stdio""}, ""version"": ""1.1.1""}], ""repository"": {""source""... | security_trust: ...5-12-11/server.schema.json"", ""description"": ""Identity, trust, and A2A orchestration for autonomous AI agents. Official A2A partner."", ""icons..."
official_mcp_registry,https://registry.modelcontextprotocol.io/v0/servers,ai.alpic.mcp/alpic-mcp,ai.alpic.mcp/alpic-mcp,Alpic,"Manage your projects, debug deployment, and check analytics for any MCP server you host with Alpic",,,absent,absent,absent,absent,machine_actionable,absent,False,1,1,"provenance: ..."", ""url"": ""https://mcp.alpic.ai""}], ""title"": ""Alpic"", ""version"": ""0.0.1"", ""websiteUrl"": ""https://alpic.ai""}}..."
glama,https://glama.ai/api/mcp/v1/servers,ncqhbvy5xh,trello-mcp,trello-mcp,"Enables AI assistants to manage Trello boards, lists, cards, comments, checklists, labels, and members through natural language.",https://github.com/Artemnikov/Trello-mcp,hosting:remote-capable,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...xh"", ""name"": ""trello-mcp"", ""namespace"": ""Artemnikov"", ""repository"": {""url"": ""https://github.com/Artemnikov/Trello-mcp""}, ""slug"": ""Trello-mcp"", ""s... | security_trust: ...ties"": {""TRELLO_API_KEY"": {""description"": ""Your Trello API key."", ""type"": ""string""}, ""TRELLO_DEFAULT_BOARD"": {""description"": ""Optional default..."
mcpcorpus,https://huggingface.co/datasets/Snak1nya/MCPCorpus/resolve/main/Website/mcpso_servers_cleaned.json,7218,slack-mcp-host,Slack MCP Host,MCP Host Server Application for Slack,https://github.com/jexp/slack-mcp-host,developer-tools,absent,absent,structured_unverified,absent,machine_actionable,machine_actionable,False,3,2,"provenance: ...escription"": ""MCP Host Server Application for Slack"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""... | security_trust: ...: ""MCP Host Server Application for Slack"", ""github"": {""archived"": false, ""contributors_count"": 1, ""forks_count"": 0, ""full_name"": ""jexp/slack-mc..."
